image_path,group,group_source,label,meaning,class_id
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.107b\1_shear_5deg.png,cấm,Prohibitory Signs,P.107b,,167
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.107b\1_shear_m5deg.png,cấm,Prohibitory Signs,P.107b,,167
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.108\1.png,cấm,Prohibitory Signs,P.108,,168
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.108\1_shear_5deg.png,cấm,Prohibitory Signs,P.108,,168
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.108\1_shear_m5deg.png,cấm,Prohibitory Signs,P.108,,168
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.108a\1.png,cấm,Prohibitory Signs,P.108a,,169
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.108a\1_shear_5deg.png,cấm,Prohibitory Signs,P.108a,,169
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.108a\1_shear_m5deg.png,cấm,Prohibitory Signs,P.108a,,169
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.109\1.png,cấm,Prohibitory Signs,P.109,,170
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.109\1_shear_5deg.png,cấm,Prohibitory Signs,P.109,,170
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.109\1_shear_m5deg.png,cấm,Prohibitory Signs,P.109,,170
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.110a\1.png,cấm,Prohibitory Signs,P.110a,,171
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.110a\1_shear_5deg.png,cấm,Prohibitory Signs,P.110a,,171
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.110a\1_shear_m5deg.png,cấm,Prohibitory Signs,P.110a,,171
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.110b\1.png,cấm,Prohibitory Signs,P.110b,,172
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.110b\1_shear_5deg.png,cấm,Prohibitory Signs,P.110b,,172
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.110b\1_shear_m5deg.png,cấm,Prohibitory Signs,P.110b,,172
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.111a\1.png,cấm,Prohibitory Signs,P.111a,,173
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.111a\1_shear_5deg.png,cấm,Prohibitory Signs,P.111a,,173
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.111a\1_shear_m5deg.png,cấm,Prohibitory Signs,P.111a,,173
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.111b\1.png,cấm,Prohibitory Signs,P.111b,,174
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.111b\1_shear_5deg.png,cấm,Prohibitory Signs,P.111b,,174
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.111b\1_shear_m5deg.png,cấm,Prohibitory Signs,P.111b,,174
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.111c\1.png,cấm,Prohibitory Signs,P.111c,,175
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.111c\1_shear_5deg.png,cấm,Prohibitory Signs,P.111c,,175
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.111c\1_shear_m5deg.png,cấm,Prohibitory Signs,P.111c,,175
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.111d\1.png,cấm,Prohibitory Signs,P.111d,,176
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.111d\1_shear_5deg.png,cấm,Prohibitory Signs,P.111d,,176
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.111d\1_shear_m5deg.png,cấm,Prohibitory Signs,P.111d,,176
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.112\1.png,cấm,Prohibitory Signs,P.112,,177
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.112\1_shear_5deg.png,cấm,Prohibitory Signs,P.112,,177
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.112\1_shear_m5deg.png,cấm,Prohibitory Signs,P.112,,177
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.113\1.png,cấm,Prohibitory Signs,P.113,,178
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.113\1_shear_5deg.png,cấm,Prohibitory Signs,P.113,,178
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.113\1_shear_m5deg.png,cấm,Prohibitory Signs,P.113,,178
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.114\1.png,cấm,Prohibitory Signs,P.114,,179
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.114\1_shear_5deg.png,cấm,Prohibitory Signs,P.114,,179
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.114\1_shear_m5deg.png,cấm,Prohibitory Signs,P.114,,179
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.115\1.png,cấm,Prohibitory Signs,P.115,,180
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.115\1_shear_5deg.png,cấm,Prohibitory Signs,P.115,,180
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.115\1_shear_m5deg.png,cấm,Prohibitory Signs,P.115,,180
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.116\1.png,cấm,Prohibitory Signs,P.116,,181
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.116\1_shear_5deg.png,cấm,Prohibitory Signs,P.116,,181
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.116\1_shear_m5deg.png,cấm,Prohibitory Signs,P.116,,181
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.117\1.png,cấm,Prohibitory Signs,P.117,,182
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.117\1_shear_5deg.png,cấm,Prohibitory Signs,P.117,,182
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.117\1_shear_m5deg.png,cấm,Prohibitory Signs,P.117,,182
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.118\1.png,cấm,Prohibitory Signs,P.118,,183
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.118\1_shear_5deg.png,cấm,Prohibitory Signs,P.118,,183
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.118\1_shear_m5deg.png,cấm,Prohibitory Signs,P.118,,183
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.119\1.png,cấm,Prohibitory Signs,P.119,,184
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.119\1_shear_5deg.png,cấm,Prohibitory Signs,P.119,,184
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.119\1_shear_m5deg.png,cấm,Prohibitory Signs,P.119,,184
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.120\1.png,cấm,Prohibitory Signs,P.120,,185
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.120\1_shear_5deg.png,cấm,Prohibitory Signs,P.120,,185
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.120\1_shear_m5deg.png,cấm,Prohibitory Signs,P.120,,185
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.121\1.png,cấm,Prohibitory Signs,P.121,,186
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.121\1_shear_5deg.png,cấm,Prohibitory Signs,P.121,,186
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.121\1_shear_m5deg.png,cấm,Prohibitory Signs,P.121,,186
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.123a\1.png,cấm,Prohibitory Signs,P.123a,,187
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.123a\1_shear_5deg.png,cấm,Prohibitory Signs,P.123a,,187
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.123a\1_shear_m5deg.png,cấm,Prohibitory Signs,P.123a,,187
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.123b\1.png,cấm,Prohibitory Signs,P.123b,,188
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.123b\1_shear_5deg.png,cấm,Prohibitory Signs,P.123b,,188
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.123b\1_shear_m5deg.png,cấm,Prohibitory Signs,P.123b,,188
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.124a1\1.png,cấm,Prohibitory Signs,P.124a1,,189
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.124a1\1_shear_5deg.png,cấm,Prohibitory Signs,P.124a1,,189
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.124a1\1_shear_m5deg.png,cấm,Prohibitory Signs,P.124a1,,189
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.124a2\1.png,cấm,Prohibitory Signs,P.124a2,,190
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.124a2\1_shear_5deg.png,cấm,Prohibitory Signs,P.124a2,,190
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.124a2\1_shear_m5deg.png,cấm,Prohibitory Signs,P.124a2,,190
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.124b1\1.png,cấm,Prohibitory Signs,P.124b1,,191
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.124b1\1_shear_5deg.png,cấm,Prohibitory Signs,P.124b1,,191
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.124b1\1_shear_m5deg.png,cấm,Prohibitory Signs,P.124b1,,191
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.124b2\1.png,cấm,Prohibitory Signs,P.124b2,,192
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.124b2\1_shear_5deg.png,cấm,Prohibitory Signs,P.124b2,,192
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.124b2\1_shear_m5deg.png,cấm,Prohibitory Signs,P.124b2,,192
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.124c\1.png,cấm,Prohibitory Signs,P.124c,,193
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.124c\1_shear_5deg.png,cấm,Prohibitory Signs,P.124c,,193
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.124c\1_shear_m5deg.png,cấm,Prohibitory Signs,P.124c,,193
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.124d\1.png,cấm,Prohibitory Signs,P.124d,,194
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.124d\1_shear_5deg.png,cấm,Prohibitory Signs,P.124d,,194
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.124d\1_shear_m5deg.png,cấm,Prohibitory Signs,P.124d,,194
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.124e\1.png,cấm,Prohibitory Signs,P.124e,,195
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.124e\1_shear_5deg.png,cấm,Prohibitory Signs,P.124e,,195
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.124e\1_shear_m5deg.png,cấm,Prohibitory Signs,P.124e,,195
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.124f\1.png,cấm,Prohibitory Signs,P.124f,,196
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.124f\1_shear_5deg.png,cấm,Prohibitory Signs,P.124f,,196
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.124f\1_shear_m5deg.png,cấm,Prohibitory Signs,P.124f,,196
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.125\1.png,cấm,Prohibitory Signs,P.125,,197
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.125\1_shear_5deg.png,cấm,Prohibitory Signs,P.125,,197
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.125\1_shear_m5deg.png,cấm,Prohibitory Signs,P.125,,197
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.126\1.png,cấm,Prohibitory Signs,P.126,,198
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.126\1_shear_5deg.png,cấm,Prohibitory Signs,P.126,,198
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.126\1_shear_m5deg.png,cấm,Prohibitory Signs,P.126,,198
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.127\1.png,cấm,Prohibitory Signs,P.127,,199
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.127\1_shear_5deg.png,cấm,Prohibitory Signs,P.127,,199
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.127\1_shear_m5deg.png,cấm,Prohibitory Signs,P.127,,199
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.127a\1.png,cấm,Prohibitory Signs,P.127a,,200
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.127a\1_shear_5deg.png,cấm,Prohibitory Signs,P.127a,,200
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.127a\1_shear_m5deg.png,cấm,Prohibitory Signs,P.127a,,200
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.127b\1.png,cấm,Prohibitory Signs,P.127b,,201
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.127b\1_shear_5deg.png,cấm,Prohibitory Signs,P.127b,,201
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.127b\1_shear_m5deg.png,cấm,Prohibitory Signs,P.127b,,201
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.127c\1.png,cấm,Prohibitory Signs,P.127c,,202
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.127c\1_shear_5deg.png,cấm,Prohibitory Signs,P.127c,,202
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.127c\1_shear_m5deg.png,cấm,Prohibitory Signs,P.127c,,202
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.128\1.png,cấm,Prohibitory Signs,P.128,,203
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.128\1_shear_5deg.png,cấm,Prohibitory Signs,P.128,,203
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.128\1_shear_m5deg.png,cấm,Prohibitory Signs,P.128,,203
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.129\1.png,cấm,Prohibitory Signs,P.129,,204
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.129\1_shear_5deg.png,cấm,Prohibitory Signs,P.129,,204
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.129\1_shear_m5deg.png,cấm,Prohibitory Signs,P.129,,204
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.130\1.png,cấm,Prohibitory Signs,P.130,,205
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.130\1_shear_5deg.png,cấm,Prohibitory Signs,P.130,,205
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.130\1_shear_m5deg.png,cấm,Prohibitory Signs,P.130,,205
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.131a\1.png,cấm,Prohibitory Signs,P.131a,,206
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.131a\1_shear_5deg.png,cấm,Prohibitory Signs,P.131a,,206
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.131a\1_shear_m5deg.png,cấm,Prohibitory Signs,P.131a,,206
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.131b\1.png,cấm,Prohibitory Signs,P.131b,,207
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.131b\1_shear_5deg.png,cấm,Prohibitory Signs,P.131b,,207
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.131b\1_shear_m5deg.png,cấm,Prohibitory Signs,P.131b,,207
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.131c\1.png,cấm,Prohibitory Signs,P.131c,,208
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.131c\1_shear_5deg.png,cấm,Prohibitory Signs,P.131c,,208
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.131c\1_shear_m5deg.png,cấm,Prohibitory Signs,P.131c,,208
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.132\1.png,cấm,Prohibitory Signs,P.132,,209
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.132\1_shear_5deg.png,cấm,Prohibitory Signs,P.132,,209
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.132\1_shear_m5deg.png,cấm,Prohibitory Signs,P.132,,209
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.136\1.png,cấm,Prohibitory Signs,P.136,,210
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.136\1_shear_5deg.png,cấm,Prohibitory Signs,P.136,,210
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.136\1_shear_m5deg.png,cấm,Prohibitory Signs,P.136,,210
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.137\1.png,cấm,Prohibitory Signs,P.137,,211
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.137\1_shear_5deg.png,cấm,Prohibitory Signs,P.137,,211
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.137\1_shear_m5deg.png,cấm,Prohibitory Signs,P.137,,211
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.138\1.png,cấm,Prohibitory Signs,P.138,,212
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.138\1_shear_5deg.png,cấm,Prohibitory Signs,P.138,,212
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.138\1_shear_m5deg.png,cấm,Prohibitory Signs,P.138,,212
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.139\1.png,cấm,Prohibitory Signs,P.139,,213
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.139\1_shear_5deg.png,cấm,Prohibitory Signs,P.139,,213
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.139\1_shear_m5deg.png,cấm,Prohibitory Signs,P.139,,213
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.140\1.png,cấm,Prohibitory Signs,P.140,,214
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.140\1_shear_5deg.png,cấm,Prohibitory Signs,P.140,,214
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Prohibitory Signs\P.140\1_shear_m5deg.png,cấm,Prohibitory Signs,P.140,,214
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Mandatory Signs\R.122\1.png,hiệu lệnh,Mandatory Signs,R.122,,93
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Mandatory Signs\R.122\1_shear_5deg.png,hiệu lệnh,Mandatory Signs,R.122,,93
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Mandatory Signs\R.122\1_shear_m5deg.png,hiệu lệnh,Mandatory Signs,R.122,,93
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Mandatory Signs\R.301a\1.png,hiệu lệnh,Mandatory Signs,R.301a,,94
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Mandatory Signs\R.301a\1_shear_5deg.png,hiệu lệnh,Mandatory Signs,R.301a,,94
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Mandatory Signs\R.301a\1_shear_m5deg.png,hiệu lệnh,Mandatory Signs,R.301a,,94
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Mandatory Signs\R.301b\1.png,hiệu lệnh,Mandatory Signs,R.301b,,95
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Mandatory Signs\R.301b\1_shear_5deg.png,hiệu lệnh,Mandatory Signs,R.301b,,95
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Mandatory Signs\R.301b\1_shear_m5deg.png,hiệu lệnh,Mandatory Signs,R.301b,,95
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Mandatory Signs\R.301c\1.png,hiệu lệnh,Mandatory Signs,R.301c,,96
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Mandatory Signs\R.301c\1_shear_5deg.png,hiệu lệnh,Mandatory Signs,R.301c,,96
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Mandatory Signs\R.301c\1_shear_m5deg.png,hiệu lệnh,Mandatory Signs,R.301c,,96
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Mandatory Signs\R.301d\1.png,hiệu lệnh,Mandatory Signs,R.301d,,97
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Mandatory Signs\R.301d\1_shear_5deg.png,hiệu lệnh,Mandatory Signs,R.301d,,97
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Mandatory Signs\R.301d\1_shear_m5deg.png,hiệu lệnh,Mandatory Signs,R.301d,,97
F:\25-26 kì 2\chuyên đề thầy Thành\TrafficSignsProject\dataset_aug\Mandatory Signs\R.301e\1.png,hiệu lệnh,Mandatory Signs,R.301e,,98
